227:17,obj_dw_ch3_curtainroomnpc_slash_Step_0_gml_353_0
227:31,obj_npc_room_slash_Other_10_gml_2131_0
227:31,obj_npc_room_slash_Other_10_gml_2132_0
227:37,obj_npc_room_slash_Other_10_gml_2136_0
228:0,obj_dw_ch3_curtainroomnpc_slash_Step_0_gml_194_0
228:0,obj_dw_ch3_curtainroomnpc_slash_Step_0_gml_195_0
228:4,obj_dw_ch3_curtainroomnpc_slash_Step_0_gml_211_0
228:6,obj_dw_ch3_curtainroomnpc_slash_Step_0_gml_227_0
228:9,obj_dw_ch3_curtainroomnpc_slash_Step_0_gml_289_0
228:11,obj_dw_ch3_curtainroomnpc_slash_Step_0_gml_302_3
228:11,obj_dw_ch3_curtainroomnpc_slash_Step_0_gml_302_2
228:11,obj_dw_ch3_curtainroomnpc_slash_Step_0_gml_302_1
228:11,obj_dw_ch3_curtainroomnpc_slash_Step_0_gml_302_0
228:11,obj_dw_ch3_curtainroomnpc_slash_Step_0_gml_306_0
228:21,obj_npc_ramb_slash_Other_10_gml_204_0
228:27,obj_npc_room_slash_Other_10_gml_2143_0
228:35,obj_dw_tv_curtain_tennanpc_slash_Step_0_gml_21_0
228:35,obj_dw_tv_curtain_tennanpc_slash_Step_0_gml_22_0
228:35,obj_dw_tv_curtain_tennanpc_slash_Step_0_gml_27_0
228:35,obj_dw_tv_curtain_tennanpc_slash_Step_0_gml_28_0
228:35,obj_dw_tv_curtain_tennanpc_slash_Step_0_gml_29_0
228:45,obj_dw_tv_curtain_tennanpc_slash_Step_0_gml_37_0
228:47,obj_dw_tv_curtain_tennanpc_slash_Step_0_gml_116_0
228:49,obj_dw_gameshow_screen_slash_Create_0_gml_59_0
228:49,obj_dw_gameshow_screen_slash_Create_0_gml_60_0
228:49,obj_dw_gameshow_screen_slash_Create_0_gml_61_0
228:49,obj_dw_gameshow_screen_slash_Create_0_gml_62_0
228:49,obj_dw_gameshow_screen_slash_Create_0_gml_63_0
228:49,obj_dw_gameshow_screen_slash_Create_0_gml_64_0
228:49,obj_dw_gameshow_screen_slash_Create_0_gml_65_0
228:49,obj_dw_gameshow_screen_slash_Create_0_gml_66_0
228:49,obj_dw_gameshow_screen_slash_Create_0_gml_67_0
228:49,obj_ch3_GSA02_slash_Step_0_gml_59_0
228:49,obj_ch3_GSA02_slash_Step_0_gml_65_0
228:49,obj_ch3_GSA02_slash_Step_0_gml_80_0
228:49,obj_ch3_GSA02_slash_Step_0_gml_96_0
228:49,obj_ch3_GSA02_slash_Step_0_gml_152_0
228:49,obj_ch3_GSA02_slash_Step_0_gml_177_0
228:49,obj_ch3_GSA02_slash_Step_0_gml_178_0
228:49,obj_ch3_GSA02_slash_Step_0_gml_227_0
229:23,obj_gameshow_nameentry_slash_Draw_0_gml_41_0
229:23,obj_gameshow_nameentry_slash_Draw_0_gml_42_0
229:23,obj_gameshow_nameentry_slash_Draw_0_gml_43_0
229:24,obj_gameshow_nameentry_slash_Step_0_gml_175_0
229:28,obj_gameshow_nameentry_slash_Step_0_gml_181_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_294_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_301_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_312_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_378_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_387_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_433_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_444_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_461_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_514_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_647_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_666_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_675_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_703_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_704_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_705_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_706_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_707_0
230:37,obj_ch3_GSA02_slash_Step_0_gml_746_0
232:4,obj_swordroute_consolestarter_slash_Create_0_gml_42_0
232:15,obj_GSA02_B0_slash_Draw_0_gml_17_0
232:15,obj_GSA02_B0_slash_Draw_0_gml_18_0
232:15,obj_GSA02_B0_slash_Draw_0_gml_19_0
232:17,obj_GSA02_B0_slash_Step_0_gml_130_0
232:19,obj_GSA02_B0_slash_Step_0_gml_137_0
232:21,obj_GSA02_B0_slash_Step_0_gml_144_0
232:23,obj_b0entrance_slash_Step_0_gml_40_0
232:26,obj_b0entrance_slash_Step_0_gml_54_0
232:27,obj_b0entrance_slash_Step_0_gml_65_0
232:33,obj_b0entrance_slash_Step_0_gml_58_0
232:34,obj_b0entrance_slash_Step_0_gml_71_0
232:35,obj_b0entrance_slash_Step_0_gml_77_0
232:48,obj_board_event_intro1_slash_Step_0_gml_29_0
232:50,obj_board_event_intro1_slash_Step_0_gml_35_0
233:0,obj_board_event_intro2_slash_Step_0_gml_17_0
233:3,obj_board_event_intro2_slash_Step_0_gml_31_0
233:10,obj_b2westshop_slash_Create_0_gml_46_0
233:10,obj_b1lancer_slash_Create_0_gml_59_0
233:10,obj_b1spring_slash_Create_0_gml_27_0
233:10,obj_b1spring_slash_Create_0_gml_28_0
233:10,obj_b1cactusfield1_slash_Create_0_gml_21_0
233:10,obj_b1lancer_slash_Step_0_gml_12_0
233:10,obj_b1lancer_slash_Step_0_gml_13_0
233:13,obj_b1intro_slash_Step_0_gml_113_0
233:17,obj_board_event_bigdoor_slash_Step_0_gml_34_0
233:22,obj_board_npc_slash_Other_10_gml_14_0
233:22,obj_board_npc_slash_Other_10_gml_15_0
233:22,obj_board_npc_slash_Other_10_gml_27_0
233:22,obj_board_npc_slash_Other_10_gml_28_0
233:22,obj_board_npc_slash_Other_10_gml_29_0
233:22,obj_board_npc_slash_Other_10_gml_30_0
233:38,obj_b1intro_slash_Step_0_gml_131_0
233:40,obj_b1intro_slash_Step_0_gml_141_0
233:42,obj_b1store_slash_Step_0_gml_29_0
233:42,obj_board_tvdinner_slash_Step_0_gml_38_0
233:46,obj_b1store_slash_Step_0_gml_125_0
233:49,obj_b1store_slash_Step_0_gml_135_0
234:2,obj_board_npc_slash_Other_10_gml_35_0
234:14,obj_b1controls_slash_Step_0_gml_174_0
234:18,obj_board_npc_slash_Other_10_gml_118_0
234:18,obj_board_npc_slash_Other_10_gml_119_0
234:18,obj_board_npc_slash_Other_10_gml_120_0
234:31,obj_board_npc_slash_Other_10_gml_124_0
234:31,obj_board_npc_slash_Other_10_gml_125_0
234:31,obj_board_npc_slash_Other_10_gml_126_0
234:53,obj_board_npc_slash_Other_10_gml_68_0
234:53,obj_board_npc_slash_Other_10_gml_69_0
234:53,obj_board_npc_slash_Other_10_gml_70_0
235:4,obj_b1oasis_slash_Step_0_gml_68_0
235:8,obj_board_npc_slash_Other_10_gml_75_0
235:8,obj_board_npc_slash_Other_10_gml_64_0
235:12,obj_board_npc_slash_Other_10_gml_85_0
235:12,obj_board_npc_slash_Other_10_gml_86_0
235:12,obj_board_npc_slash_Other_10_gml_87_0
235:19,obj_board_npc_slash_Other_10_gml_93_0
235:19,obj_board_npc_slash_Other_10_gml_140_0
235:22,obj_board_oasis_slash_Step_0_gml_23_0
235:22,obj_board_oasis_slash_Step_0_gml_24_0
235:22,obj_board_oasis_slash_Step_0_gml_27_0
235:22,obj_board_oasis_slash_Step_0_gml_28_0
235:22,obj_board_oasis_slash_Step_0_gml_29_0
235:26,obj_board_oasis_slash_Step_0_gml_78_0
235:29,obj_board_oasis_slash_Step_0_gml_54_0
235:29,obj_board_oasis_slash_Step_0_gml_55_0
235:56,obj_b1enemy_slash_Step_0_gml_145_0
235:58,scr_encountersetup_slash_scr_encountersetup_gml_34_0
235:58,scr_encountersetup_slash_scr_encountersetup_gml_55_0
235:58,scr_encountersetup_slash_scr_encountersetup_gml_779_0
235:59,scr_monster_statreset_slash_scr_monster_statreset_gml_5_0
235:59,scr_monstersetup_slash_scr_monstersetup_gml_1864_0
235:59,scr_monstersetup_slash_scr_monstersetup_gml_1876_0
235:59,scr_monstersetup_slash_scr_monstersetup_gml_1877_0
235:59,scr_monstersetup_slash_scr_monstersetup_gml_1880_0
235:59,scr_monstersetup_slash_scr_monstersetup_gml_1881_0
235:59,scr_monstersetup_slash_scr_monstersetup_gml_1885_0
235:59,scr_monstersetup_slash_scr_monstersetup_gml_1888_0
235:59,scr_monstersetup_slash_scr_monstersetup_gml_1891_0
235:59,scr_monstersetup_slash_scr_monstersetup_gml_1895_0
235:59,scr_recruit_info_slash_scr_recruit_info_gml_10_0
235:59,scr_recruit_info_slash_scr_recruit_info_gml_11_0
235:59,scr_recruit_info_slash_scr_recruit_info_gml_22_0
235:59,scr_recruit_info_slash_scr_recruit_info_gml_320_0
235:59,scr_recruit_info_slash_scr_recruit_info_gml_321_0
235:59,scr_recruit_info_slash_scr_recruit_info_gml_322_0
235:59,scr_recruit_info_slash_scr_recruit_info_gml_323_0
235:59,scr_recruit_info_slash_scr_recruit_info_gml_328_0
235:59,scr_recruit_info_slash_scr_recruit_info_gml_329_0
235:59,obj_tennabattleconvo_controller_slash_Create_0_gml_29_0
235:59,obj_tennabattleconvo_controller_slash_Create_0_gml_36_0
235:59,obj_tensionbar_slash_Draw_0_gml_18_0
235:59,obj_tennabattleconvo_controller_slash_Step_0_gml_13_0
236:8,obj_tennabattleconvo_controller_slash_Step_0_gml_23_0
236:10,obj_tennabattleconvo_controller_slash_Step_0_gml_34_0
236:13,obj_tennabattleconvo_controller_slash_Step_0_gml_45_0
236:17,obj_tennabattleconvo_controller_slash_Step_0_gml_56_0
236:25,obj_battlecontroller_slash_Draw_0_gml_173_0
236:25,obj_battlecontroller_slash_Draw_0_gml_208_0
236:29,obj_shadowman_enemy_slash_Step_0_gml_304_0
236:32,obj_shadowman_enemy_slash_Step_0_gml_325_0
236:32,obj_shadowman_sharpshoot_cursor_slash_Draw_0_gml_10_0
236:41,obj_shadowman_enemy_slash_Step_0_gml_151_0
236:41,obj_shadowman_enemy_slash_Step_0_gml_172_0
236:41,obj_tennabattleconvo_controller_slash_Step_0_gml_102_0
236:41,obj_tennabattleconvo_controller_slash_Step_0_gml_180_0
237:0,obj_shadowman_enemy_slash_Step_0_gml_154_0
237:0,obj_tennabattleconvo_controller_slash_Step_0_gml_95_0
237:18,obj_tennabattleconvo_controller_slash_Step_0_gml_100_0
237:30,scr_spelltext_slash_scr_spelltext_gml_58_0
237:30,scr_spelltext_slash_scr_spelltext_gml_62_0
237:32,obj_battlecontroller_slash_Step_0_gml_42_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_82_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_84_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_85_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_86_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_91_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_92_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_93_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_94_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_95_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_98_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_99_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_100_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_131_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_132_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_133_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_134_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_135_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_136_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_138_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_139_0
237:33,obj_gameshow_battlemanager_slash_Draw_0_gml_148_0
237:34,obj_gameshow_battlemanager_slash_Draw_0_gml_151_0
237:37,obj_b1enemy_slash_Step_0_gml_191_0
237:39,obj_b1enemy_slash_Step_0_gml_222_0
237:42,obj_board_npc_slash_Other_10_gml_187_0
237:42,obj_board_npc_slash_Other_10_gml_188_0
237:42,obj_board_npc_slash_Other_10_gml_189_0
237:59,obj_b1lancer_slash_Step_0_gml_267_0
237:59,obj_b1lancer_slash_Step_0_gml_268_0
238:3,obj_b1lancer_slash_Step_0_gml_777_0
238:6,obj_b1lancer_slash_Step_0_gml_289_0
238:6,obj_b1lancer_slash_Step_0_gml_290_0
238:19,obj_b1lancer_slash_Step_0_gml_317_0
238:23,obj_b1lancer_slash_Step_0_gml_754_0
238:27,obj_b1lancer_slash_Step_0_gml_777_0_b
238:31,obj_b1lancer_slash_Step_0_gml_782_0
238:49,obj_board_npc_slash_Other_10_gml_73_0
238:49,obj_board_npc_slash_Other_10_gml_74_0
238:55,obj_board_smallpond_slash_Step_0_gml_34_0
239:13,obj_bpush1_slash_Step_0_gml_109_0
239:15,obj_bpush1_slash_Step_0_gml_130_0
239:25,obj_bpush1_slash_Step_0_gml_322_0
239:25,obj_bpush1_slash_Step_0_gml_330_0
239:36,obj_quizsequence_slash_Create_0_gml_15_0
239:36,obj_quizsequence_slash_Create_0_gml_16_0
239:36,obj_quizsequence_slash_Create_0_gml_17_0
239:36,obj_quizsequence_slash_Create_0_gml_18_0
239:36,obj_quizsequence_slash_Create_0_gml_115_0
239:36,obj_quizsequence_slash_Create_0_gml_116_0
239:36,obj_quizsequence_slash_Create_0_gml_117_0
239:36,obj_quizsequence_slash_Create_0_gml_118_0_b
239:36,obj_quizsequence_slash_Create_0_gml_118_0
239:36,obj_quizsequence_slash_Create_0_gml_121_0
239:36,obj_quizsequence_slash_Create_0_gml_120_0
239:36,obj_quizsequence_slash_Create_0_gml_124_0
239:36,scr_quiztext_slash_scr_quiztext_gml_18_0
239:36,scr_quiztext_slash_scr_quiztext_gml_119_0
